When,Profile,Depts,CardNum
22/6/2020 8:52,1,NA,7201626
25/6/2020 9:11,1,NA,7201626
26/6/2020 8:44,1,NA,7201626
27/6/2020 8:29,1,NA,7201626
22/6/2020 8:18,1,NA,7201628
23/6/2020 8:08,1,NA,7201628
24/6/2020 8:00,1,NA,7201628
25/6/2020 7:57,1,NA,7201628
26/6/2020 8:13,1,NA,7201628
27/6/2020 7:56,1,NA,7201628
22/6/2020 8:06,1,NA,7201629
23/6/2020 8:17,1,NA,7201629
27/6/2020 8:11,1,NA,7201629
24/6/2020 8:09,1,NA,7201629
25/6/2020 8:06,1,NA,7201629
26/6/2020 8:08,1,NA,7201629
25/6/2020 8:53,1,NA,7201630
22/6/2020 8:57,1,NA,7201630
26/6/2020 8:56,1,NA,7201630
23/6/2020 8:57,1,NA,7201630
24/6/2020 8:55,1,NA,7201630
27/6/2020 8:18,1,NA,7201630
22/6/2020 8:13,1,NA,7201632
24/6/2020 8:10,1,NA,7201632
26/6/2020 7:56,1,NA,7201632
25/6/2020 8:05,1,NA,7201632
22/6/2020 8:10,1,NA,7201633
26/6/2020 8:13,1,NA,7201633
23/6/2020 8:16,1,NA,7201633
24/6/2020 8:07,1,NA,7201633
27/6/2020 8:15,1,NA,7201633
22/6/2020 7:58,1,NA,7201634
26/6/2020 8:09,1,NA,7201634
23/6/2020 8:11,1,NA,7201634
25/6/2020 8:01,1,NA,7201634
22/6/2020 7:56,1,NA,7201637
26/6/2020 7:56,1,NA,7201637
24/6/2020 7:55,1,NA,7201637
25/6/2020 7:48,1,NA,7201637
24/6/2020 8:28,1,NA,7201638
25/6/2020 8:14,1,NA,7201638
26/6/2020 8:12,1,NA,7201638
22/6/2020 8:07,1,NA,7201641
23/6/2020 7:56,1,NA,7201641
24/6/2020 8:03,1,NA,7201641
25/6/2020 10:04,1,NA,7201641
26/6/2020 8:04,1,NA,7201641
22/6/2020 8:06,1,NA,7201642
23/6/2020 8:09,1,NA,7201642
22/6/2020 7:58,1,NA,7201645
25/6/2020 8:01,1,NA,7201645
23/6/2020 8:11,1,NA,7201645
26/6/2020 8:09,1,NA,7201645
27/6/2020 7:52,1,NA,7201645
25/6/2020 8:16,1,NA,7201646
22/6/2020 8:18,1,NA,7201646
23/6/2020 8:17,1,NA,7201646
24/6/2020 8:16,1,NA,7201646
27/6/2020 7:55,1,NA,7201646
22/6/2020 8:46,1,NA,7201647
23/6/2020 8:39,1,NA,7201647
24/6/2020 8:50,1,NA,7201647
27/6/2020 8:05,1,NA,7201647
22/6/2020 7:28,1,NA,7201661
23/6/2020 7:01,1,NA,7201661
22/6/2020 8:15,1,NA,7201674
23/6/2020 8:35,1,NA,7201674
22/6/2020 8:06,1,NA,7201677
22/6/2020 8:53,1,NA,7201678
23/6/2020 8:51,1,NA,7201678
24/6/2020 8:55,1,NA,7201678
26/6/2020 8:19,1,NA,7201678
25/6/2020 8:53,1,NA,7201678
27/6/2020 8:19,1,NA,7201678
22/6/2020 7:52,1,NA,7201679
25/6/2020 8:00,1,NA,7201679
23/6/2020 7:57,1,NA,7201679
24/6/2020 7:53,1,NA,7201679
26/6/2020 7:57,1,NA,7201679
22/6/2020 8:11,1,NA,7201680
23/6/2020 8:32,1,NA,7201680
24/6/2020 8:26,1,NA,7201680
26/6/2020 8:03,1,NA,7201680
25/6/2020 8:21,1,NA,7201680
27/6/2020 10:12,1,NA,7201680
25/6/2020 9:54,1,NA,7201681
23/6/2020 9:42,1,NA,7201681
23/6/2020 9:47,1,NA,7201682
25/6/2020 9:55,1,NA,7201682
23/6/2020 10:19,1,NA,7201683
25/6/2020 10:10,1,NA,7201683
25/6/2020 10:13,1,NA,7201684
22/6/2020 8:51,1,NA,7201699
23/6/2020 9:26,1,NA,7201699
24/6/2020 9:48,1,NA,7201699
25/6/2020 9:54,1,NA,7201699
26/6/2020 9:55,1,NA,7201699
25/6/2020 8:18,0,Dept 12,7702538
26/6/2020 8:58,0,Dept 12,7702538
22/6/2020 8:54,0,Dept 12,7702538
23/6/2020 9:44,0,Dept 12,7702538
24/6/2020 8:33,0,Dept 8,7748855
24/6/2020 9:20,0,Dept 15,7761445
22/6/2020 9:09,0,Dept 18,7783376
25/6/2020 8:17,0,Dept 18,7800034
22/6/2020 7:11,0,Dept 17,7802364
22/6/2020 9:27,0,Dept 8,7811648
28/6/2020 9:38,0,Dept 15,7832136
23/6/2020 8:12,0,Dept 18,7832184
26/6/2020 7:58,0,Dept 18,7832184
22/6/2020 8:10,0,Dept 18,7832184
24/6/2020 7:56,0,Dept 18,7832184
22/6/2020 8:34,0,Dept 18,7841437
23/6/2020 10:14,0,Dept 1,7843530
22/6/2020 8:53,0,Dept 1,7843530
26/6/2020 10:27,0,Dept 1,7843530
25/6/2020 10:30,0,Dept 1,7843530
22/6/2020 8:13,0,Dept 11,7843668
24/6/2020 8:11,0,Dept 11,7843668
25/6/2020 8:05,0,Dept 11,7843668
23/6/2020 8:04,0,Dept 11,7843668
26/6/2020 8:02,0,Dept 11,7843668
22/6/2020 8:30,0,Dept 2,7871342
25/6/2020 8:12,0,Dept 2,7892519
26/6/2020 8:37,0,Dept 2,7892519
25/6/2020 9:01,0,Dept 14,7904723
22/6/2020 9:21,0,Dept 14,7904723
23/6/2020 8:59,0,Dept 14,7904723
23/6/2020 9:44,0,Dept 11,7912016
25/6/2020 9:27,0,Dept 15,7944552
26/6/2020 8:52,0,Dept 15,7944552
23/6/2020 9:15,0,Dept 15,7944552
25/6/2020 7:38,0,Dept 18,8142897
22/6/2020 7:54,0,Dept 18,8142897
26/6/2020 7:43,0,Dept 18,8142897
23/6/2020 7:51,0,Dept 18,8142897
24/6/2020 7:49,0,Dept 18,8142897
23/6/2020 8:54,0,Dept 15,8181647
26/6/2020 7:41,0,Dept 15,8743285
24/6/2020 7:40,0,Dept 15,8743285
25/6/2020 7:44,0,Dept 15,8743285
23/6/2020 8:12,0,Dept 15,8743285
22/6/2020 7:37,0,Dept 15,8743285
22/6/2020 9:25,0,Dept 8,8763057
25/6/2020 8:01,0,Dept 18,8820578
22/6/2020 7:57,0,Dept 18,8820578
23/6/2020 8:06,0,Dept 18,8820578
24/6/2020 8:01,0,Dept 18,8820578
25/6/2020 8:54,0,Dept 8,8821759
25/6/2020 9:22,0,Dept 8,8842161
23/6/2020 9:33,0,Dept 15,8853394
23/6/2020 9:21,0,Dept 18,8921823
26/6/2020 9:16,0,Dept 1,8932426
22/6/2020 7:52,0,Dept 1,8932426
26/6/2020 9:56,0,Dept 8,9183004
24/6/2020 8:59,0,Dept 14,9691259
25/6/2020 9:45,0,Dept 14,9691259
26/6/2020 9:41,0,Dept 14,9691259
23/6/2020 9:42,0,Dept 14,9691259
24/6/2020 8:54,0,Dept 8,9762649
22/6/2020 7:48,0,Dept 8,9763169
23/6/2020 7:49,0,Dept 8,9763169
24/6/2020 7:53,0,Dept 8,9763169
25/6/2020 7:31,0,Dept 8,9763169
26/6/2020 7:55,0,Dept 8,9763169
22/6/2020 9:36,0,Dept 11,9764032
23/6/2020 8:53,0,Dept 12,9782298
22/6/2020 9:36,0,Dept 11,9822173
22/6/2020 8:56,0,Dept 15,9860446
25/6/2020 10:30,0,Dept 11,9871264
24/6/2020 9:55,0,Dept 11,9871264
23/6/2020 9:18,0,Dept 18,9881231
25/6/2020 8:55,0,Dept 18,9893015
26/6/2020 9:05,0,Dept 18,9893015
24/6/2020 8:55,0,Dept 18,9893015
25/6/2020 9:13,0,Dept 8,9912955
22/6/2020 8:25,0,Dept 15,9924591
22/6/2020 9:04,2,NA,68801914
23/6/2020 8:53,2,NA,68801914
25/6/2020 9:33,2,NA,68803187
22/6/2020 10:01,1,NA,72017024
26/6/2020 10:17,1,NA,72017024
22/6/2020 8:17,1,NA,72017025
23/6/2020 8:22,1,NA,72017025
24/6/2020 8:21,1,NA,72017025
25/6/2020 8:15,1,NA,72017025
26/6/2020 8:25,1,NA,72017025
22/6/2020 9:09,1,NA,72017026
24/6/2020 9:11,1,NA,72017026
25/6/2020 9:11,1,NA,72017026
26/6/2020 9:11,1,NA,72017026
26/6/2020 8:37,1,NA,72017027
24/6/2020 8:17,1,NA,72017027
27/6/2020 8:36,1,NA,72017027
22/6/2020 9:37,1,NA,72017032
26/6/2020 9:39,1,NA,72017032
24/6/2020 9:38,1,NA,72017032
25/6/2020 9:34,1,NA,72017032
22/6/2020 10:04,1,NA,72017034
26/6/2020 10:10,1,NA,72017034
23/6/2020 10:11,1,NA,72017034
24/6/2020 10:02,1,NA,72017034
25/6/2020 8:45,1,NA,72017034
23/6/2020 10:13,1,NA,72017035
24/6/2020 10:12,1,NA,72017035
25/6/2020 9:53,1,NA,72017035
26/6/2020 10:06,1,NA,72017035
22/6/2020 9:51,1,NA,72017038
23/6/2020 9:52,1,NA,72017038
24/6/2020 9:57,1,NA,72017038
26/6/2020 9:53,1,NA,72017038
25/6/2020 9:57,1,NA,72017038
22/6/2020 9:50,1,NA,72017040
23/6/2020 9:57,1,NA,72017040
24/6/2020 9:51,1,NA,72017040
22/6/2020 8:02,1,NA,72017042
23/6/2020 8:51,1,NA,72017042
24/6/2020 8:06,1,NA,72017042
25/6/2020 7:59,1,NA,72017042
26/6/2020 8:04,1,NA,72017042
22/6/2020 8:18,1,NA,72017052
26/6/2020 8:01,1,NA,72017052
23/6/2020 8:27,1,NA,72017052
24/6/2020 8:00,1,NA,72017052
25/6/2020 8:04,1,NA,72017052
25/6/2020 7:45,1,NA,72017053
22/6/2020 7:45,1,NA,72017053
23/6/2020 7:53,1,NA,72017053
24/6/2020 7:45,1,NA,72017053
26/6/2020 7:45,1,NA,72017053
23/6/2020 8:02,1,NA,72017054
24/6/2020 8:07,1,NA,72017054
25/6/2020 8:27,1,NA,72017054
26/6/2020 8:27,1,NA,72017054
22/6/2020 9:56,1,NA,72017058
23/6/2020 10:09,1,NA,72017058
25/6/2020 9:45,1,NA,72017058
26/6/2020 10:11,1,NA,72017058
22/6/2020 9:39,1,NA,72017065
23/6/2020 9:29,1,NA,72017065
24/6/2020 9:42,1,NA,72017065
25/6/2020 9:16,1,NA,72017065
26/6/2020 9:26,1,NA,72017065
23/6/2020 9:51,1,NA,72017072
24/6/2020 9:51,1,NA,72017072
25/6/2020 9:35,1,NA,72017072
26/6/2020 9:55,1,NA,72017072
24/6/2020 9:42,1,NA,72017076
26/6/2020 9:57,1,NA,72017076
25/6/2020 9:35,1,NA,72017080
26/6/2020 9:55,1,NA,72017082
25/6/2020 9:54,1,NA,72017083
22/6/2020 10:26,1,NA,72017083
26/6/2020 9:41,1,NA,72017083
23/6/2020 9:49,1,NA,72017083
24/6/2020 10:04,1,NA,72017083
27/6/2020 7:56,1,NA,72017083
